0422_5,12.996,0.04413,-2.94309,-2.21078,7.61729,12.92202,2
0422_5,13.163,-0.05058,-3.03301,-2.24449,7.54168,12.80364,2
0422_5,13.328,-0.11587,-3.06015,-2.26662,7.46,12.69536,2
0422_5,13.495,-0.13961,-3.00785,-2.2545,7.3786,12.60376,2
0422_5,13.66,-0.18271,-3.10324,-2.2811,7.3074,12.60963,2
0422_5,13.827,-0.22787,-3.10897,-2.34036,7.24586,12.62631,2
0422_5,13.993,-0.2338,-3.14932,-2.29822,7.17577,12.35666,2
0422_5,14.159,-0.29858,-3.26788,-2.37091,7.09878,12.27751,2
0422_5,14.326,-0.33058,-3.25991,-2.39962,7.04028,12.25637,2
0422_5,14.491,-0.37961,-3.29105,-2.45361,6.98951,12.15091,2
0422_5,14.657,-0.42786,-3.39317,-2.39251,6.9299,12.05296,2
0422_5,14.822,-0.44825,-3.48832,-2.33193,6.85512,11.98438,2
0422_5,14.988,-0.47277,-3.66915,-2.16127,6.79662,11.93904,2
0422_5,15.153,-0.53496,-3.78248,-2.23949,6.73646,13.58885,2
0422_5,15.319,2.17648,6.99905,3.02909,12.23557,24.2142,2
0422_5,15.486,7.04402,6.09216,5.48955,15.20727,19.61334,2
0422_5,15.651,8.52219,4.42584,5.10212,11.05617,15.71054,2
0422_5,15.817,6.48145,3.13413,5.27674,9.46836,13.98698,2
0422_5,15.982,5.62314,2.35577,4.88036,8.60546,12.91568,2
0422_5,16.148,5.04612,1.85637,4.76974,8.03839,12.16171,2
0422_5,16.313,4.62444,1.54652,4.68599,7.69483,11.68396,2
0422_5,16.479,4.31245,1.27477,4.44553,7.28533,11.14937,2
0422_5,16.645,4.01465,0.91685,4.34597,7.0585,10.70474,2
0422_5,16.811,3.65052,0.64884,4.13079,6.75992,10.25776,2
0422_5,16.977,3.34911,0.43165,4.00174,6.43927,10.09522,2
0422_5,17.142,3.12718,0.25231,3.72783,6.21602,9.67596,1
0422_5,17.308,3.1184,0.08319,3.90692,6.30736,9.35464,1
0422_5,17.473,2.97441,-0.08244,3.76602,6.02452,9.02557,1
0422_5,17.639,2.86008,-0.22616,3.59377,5.80376,8.76649,1
0422_5,17.804,2.55532,-0.36838,3.38096,5.53195,8.74864,1
0422_5,17.97,2.49235,-0.48894,3.35015,5.3719,8.41511,1
0422_5,18.136,2.34113,-0.59056,3.1534,5.18232,8.20959,1
0422_5,18.301,2.13132,-0.73502,2.92953,4.99109,8.02521,1
0422_5,18.467,1.81649,-0.8217,2.76598,4.79213,7.89179,1
0422_5,18.632,1.74268,-0.90315,2.65246,4.61856,7.64893,1
0422_5,18.799,1.58346,-0.99033,2.50787,4.5308,7.48662,1
0422_5,18.964,1.44488,-1.09917,2.44597,4.44526,7.21228,1
0422_5,19.131,1.46088,-1.14625,2.4091,4.32053,7.05632,1
0422_5,19.296,1.41262,-1.20105,2.30296,4.17345,7.01193,1
0422_5,19.463,1.18759,-1.32907,2.21763,4.00181,6.81885,1
0422_5,19.629,1.08489,-1.40828,2.13651,3.87267,6.65373,1
0422_5,19.795,1.04076,-1.46631,2.12308,3.74987,6.50153,1
0422_5,19.962,1.00902,-1.54926,2.04933,3.63038,6.61756,1
0422_5,20.128,0.91405,-1.59409,1.9503,3.52276,6.36154,1
0422_5,20.295,0.83973,-1.65312,1.90316,3.40052,6.24856,1
0422_5,20.461,0.73212,-1.74677,1.85312,3.29759,6.10434,1
0422_5,20.628,0.68102,-1.79036,1.81809,3.14444,6.05596,1
0422_5,0.238,-0.22129,-0.24059,-0.17595,-0.20106,-0.31262,0
0422_5,0.404,-0.43797,-0.46582,-0.31885,-0.32221,-0.54768,0
0422_5,0.569,-0.63531,-0.65064,-0.4804,-0.49807,-0.78165,0
0422_5,0.735,-0.83081,-0.83971,-0.64303,-0.61591,-1.01085,0
0422_5,0.9,-1.01457,-0.99285,-0.78539,-0.79126,-1.2181,0
0422_5,1.065,-1.16954,-1.14553,-0.91628,-0.95924,-1.3882,0
0422_5,1.231,-1.31899,-1.28993,-1.02772,-1.09998,-1.53202,0
0422_5,1.396,-1.45991,-1.4159,-1.13836,-1.24428,-1.71081,0
0422_5,1.562,-1.60084,-1.54494,-1.24926,-1.3807,-1.86376,0
0422_5,1.726,-1.73624,-1.66287,-1.34737,-1.49472,-2.04711,0
0422_5,1.892,-1.85344,-1.76969,-1.43508,-1.60161,-2.13662,0
0422_5,2.057,-1.95983,-1.86943,-1.52439,-1.71181,-2.17333,0
0422_5,2.223,-2.05263,-1.96302,-1.61316,-1.82965,-2.18419,0
0422_5,2.389,-2.15924,-2.06653,-1.69501,-1.92458,-2.40014,0
0422_5,2.554,-2.26424,-2.13507,-1.76939,-2.02104,-2.48682,0
0422_5,2.72,-2.3605,-2.2159,-1.8355,-2.09535,-2.64802,0
0422_5,2.885,-2.46343,-2.32036,-1.90375,-2.1007,-2.76402,0
0422_5,3.051,-2.56313,-2.41277,-1.9584,-2.15745,-2.82029,0
0422_5,3.217,-2.6336,-2.48934,-2.01812,-2.32568,-2.88829,0
0422_5,3.385,-2.72179,-2.57371,-2.06717,-2.25493,-3.02581,0
0422_5,3.551,-2.80331,-2.62807,-2.11542,-2.34146,-3.124,0
0422_5,3.717,-2.89403,-2.69401,-2.18954,-2.56721,-3.16723,0
0422_5,3.883,-2.98982,-2.78524,-2.25885,-2.65959,-3.24436,0
0422_5,4.049,-3.0391,-2.83463,-2.29058,-2.68403,-3.3117,0
0422_5,4.216,-3.12246,-2.90577,-2.34283,-2.79983,-3.36688,0
0422_5,4.381,-3.19523,-2.958,-2.39775,-2.91588,-3.43206,0
0422_5,4.547,-3.26983,-3.02275,-2.4652,-3.04085,-3.49767,0
0422_5,4.712,-3.34283,-3.08467,-2.51692,-3.13247,-3.56306,0
0422_5,4.878,-3.39924,-3.1473,-2.55211,-3.1905,-3.53742,0
0422_5,5.043,-3.4278,-3.12722,-2.53638,-3.22384,-1.99628,0
0422_5,5.209,-2.96657,-2.56166,-2.29538,-1.51482,2.61282,0
0422_5,5.375,5.60868,3.71073,8.10366,12.41789,4.38186,0
0422_5,5.539,3.79623,3.85939,7.53955,12.27231,0.93351,0
0422_5,5.705,1.77285,1.68036,7.30121,8.33,-0.30414,0
0422_5,5.87,-0.28761,0.10186,8.01275,6.47236,-1.30522,0
0422_5,6.036,-0.57429,-1.05643,7.7387,5.51185,-1.99584,2
0422_5,6.201,-0.85637,-1.69099,7.98476,5.02345,-2.50159,2
0422_5,6.367,-1.13546,-2.13578,7.68751,4.3256,-2.93065,2
0422_5,6.533,-1.47695,-2.47043,7.50249,3.99626,-3.2991,2
0422_5,6.698,-1.8516,-2.85755,7.27136,3.60687,-3.4716,2
0422_5,6.864,-2.0943,-3.06199,7.07274,3.31495,-3.79442,2
0422_5,7.029,-2.29349,-3.2728,6.94025,2.99733,-3.96909,2
0422_5,7.195,-2.40033,-3.47936,6.86,2.75147,-4.1557,2
0422_5,7.36,-2.56475,-3.6611,6.70351,2.56237,-4.31755,2
0422_5,7.526,-2.7485,-3.80479,6.48197,2.38015,-4.53632,2
0422_5,7.691,-2.95736,-3.9915,6.32201,2.20479,-4.64494,2
0422_5,7.857,-3.05798,-4.09714,6.11407,2.02206,-4.88174,2
0422_5,8.023,-3.27996,-4.25833,5.9877,1.8495,-5.0362,2
0422_5,8.188,-3.38658,-4.35097,5.86214,1.79071,-5.14635,2
0422_5,8.354,-3.43471,-4.44858,5.75817,1.6123,-5.30928,2
0422_5,8.519,-3.56619,-4.58589,5.54116,1.51152,-5.472,2
0422_5,8.685,-3.7184,-4.71375,5.38707,1.34456,-5.61343,2
0422_5,8.85,-3.89133,-4.80663,5.24737,1.21145,-5.53348,2
0422_5,9.016,-3.98413,-4.89124,5.16739,1.07987,-5.76029,2
0422_5,9.181,-3.97354,-4.95245,5.10848,0.98341,-5.89085,2
0422_5,9.347,-3.99956,-5.03659,5.00504,0.86176,-6.04314,2
0422_5,9.513,-4.09973,-5.12474,4.8976,0.74647,-6.0981,2
0422_5,9.678,-4.16927,-5.14506,4.81522,0.71007,-6.13395,2
0422_5,9.845,-4.10871,-5.22258,4.73551,0.63423,-6.21846,2
0422_5,10.01,-4.17042,-5.28781,4.6494,0.50011,-6.32122,2
0422_5,10.176,-4.22269,-5.38282,4.58862,0.3642,-6.40594,2
0422_5,10.342,-4.26437,-5.41591,4.5209,0.25425,-6.31948,2
0422_5,10.508,-4.33598,-5.50241,4.44519,0.14481,-6.51934,2
0422_5,10.673,-4.39816,-5.56858,4.39827,0.01222,-6.61211,2
0422_5,10.838,-4.4251,-5.64941,4.33615,-0.099,-6.74202,2
0422_5,11.004,-4.49993,-5.717,4.30843,-0.19241,-6.67598,2
0422_5,11.169,-4.52066,-5.74512,4.21645,-0.29854,-6.86151,2
0422_5,11.335,-4.56142,-5.81768,4.20019,-0.35224,-6.94949,2
0422_5,11.5,-4.63004,-5.87984,4.18579,-0.46473,-7.09505,2
0422_5,11.666,-4.69589,-5.9479,4.20152,-0.53039,-7.18086,2
0422_5,11.831,-4.7104,-5.95688,4.13114,-0.59631,-7.19542,2
0422_5,11.997,-4.72537,-6.04078,4.11621,-0.6948,-7.2884,2
0422_5,12.162,-4.7378,-6.08687,4.02717,-0.79406,-7.3968,2
0422_5,12.328,-4.87113,-6.18944,3.94133,-0.89306,-7.4837,2
0422_5,12.494,-4.93906,-6.2549,3.84136,-0.98367,-7.38811,2
0422_5,12.659,-5.02495,-6.31612,3.71206,-1.06435,-7.54866,2
0422_5,12.826,-5.12304,-6.37331,3.63874,-1.15342,-7.61557,2
0422_5,12.991,-5.12489,-6.43192,3.58196,-1.28602,-7.68031,2
0422_5,13.157,-5.15828,-6.45555,3.51531,-1.37434,-7.72354,2
0422_5,13.323,-5.25913,-6.47139,3.44786,-1.41582,-7.77329,2
0422_5,13.489,-5.26351,-6.59381,3.40974,-1.44076,-7.84759,2
0422_5,13.654,-5.34295,-6.6607,3.35349,-1.52144,-7.95274,2
0422_5,13.821,-5.39016,-6.72025,3.35136,-1.5642,-8.04333,2
0422_5,13.988,-5.35838,-6.75948,3.29724,-1.59983,-7.95904,2
0422_5,14.153,-5.3197,-6.8103,3.29857,-1.68153,-8.10828,2
0422_5,14.319,-5.43414,-6.88971,3.19007,-1.77264,-8.14152,2
0422_5,14.485,-5.54075,-6.95588,3.13728,-1.80242,-8.25797,2
0422_5,14.652,-5.59464,-7.00386,3.08956,-1.85688,-8.31271,2
0422_5,14.818,-5.62918,-7.02182,3.03544,-1.84492,-8.34617,2
0422_5,14.984,-5.36068,-7.01993,3.50678,-1.71232,-8.10937,2
0422_5,15.149,-2.70498,-6.20291,5.25217,3.52517,-6.9571,2
0422_5,15.315,-1.93818,-2.55268,9.19243,9.25819,-3.16658,2
0422_5,15.481,6.04873,5.0276,5.97704,9.72394,2.1427,2
0422_5,15.646,8.75739,6.02778,6.86293,8.75528,12.11778,2
0422_5,15.812,8.10803,3.65921,5.9957,5.13213,16.43077,2
0422_5,15.977,5.94327,1.60638,4.31083,3.55266,13.81795,2
0422_5,16.144,4.44352,0.29069,3.32043,2.57026,13.3059,2
0422_5,16.31,3.44599,-0.53247,2.60969,1.85408,12.307,0
0422_5,16.476,2.63567,-1.24408,2.02905,1.28933,11.51101,0
0422_5,16.641,1.95108,-1.8016,1.58064,0.81824,10.70134,0
0422_5,16.808,1.36228,-2.2686,1.16155,0.42146,10.04829,0
0422_5,16.975,0.8566,-2.6588,0.81498,0.05396,9.86841,0
0422_5,17.14,0.44465,-2.95469,0.52679,-0.25043,9.53168,0
0422_5,17.307,0.07392,-3.30612,0.25833,-0.52734,9.0368,0
0422_5,17.473,-0.26619,-3.59611,0.01893,-0.7821,8.68877,0
0422_5,17.64,-0.56324,-3.84001,-0.19755,-1.03152,8.39027,0
0422_5,17.805,-0.83243,-4.06997,-0.40362,-1.2509,8.11676,0
0422_5,17.972,-1.07974,-4.30536,-0.59584,-1.44433,7.98706,0
0422_5,18.138,-1.30862,-4.48048,-0.75873,-1.62121,7.78654,0
0422_5,18.305,-1.53014,-4.66837,-0.91495,-1.79453,7.52498,0
0422_5,18.471,-1.739,-4.84917,-1.07118,-1.95945,7.15892,0
0422_5,18.636,-1.92022,-5.00019,-1.20341,-2.09561,6.93233,0
0422_5,18.802,-2.09569,-5.13159,-1.33004,-2.23584,6.70639,0
0422_5,18.967,-2.25411,-5.23889,-1.44467,-2.36335,6.55019,0
0422_5,19.133,-2.41254,-5.3684,-1.56384,-2.49086,6.35033,0
0422_5,19.298,-2.56636,-5.49153,-1.66595,-2.60284,6.14329,0
0422_5,19.464,-2.70498,-5.61892,-1.76779,-2.71635,6.04466,0
0422_5,19.63,-2.836,-5.77608,-1.86349,-2.84437,5.8398,0
