36161.80078,205746.4063,106,1
36165.01055,205756.9063,105.9,1
36167.06055,205759.2251,105.3,1
36171.46055,205777.9547,104.3,1
36177.01055,205817.2641,102.9,1
36193.64062,205819.6032,101,1
36207.70039,205833.8719,99,1
36228.09023,205838.411,96.4,1
36252.05,205868.011,93.2,1
36273.88008,205888.4407,89.5,1
36307.88008,205889.3907,85.3,1
36337.14023,205895.7203,80.7,1
36373.35,205896.6703,76.2,1
36403.88984,205915.75,71.8,1
36421.17969,205893.35,67.7,1
36422.79961,205898.2203,64.4,1
36403.22969,205895.7406,61.7,1
36374.15977,205900.7406,60.3,1
36324.70977,205912.2406,60.3,1
36278.03945,205894.9406,61.6,1
36217.03945,205910.7203,64,1
36150.4793,205901.0906,67.4,1
36082.10938,205913.7016,71.4,1
36012.05938,205911.8516,75.8,1
35963.70938,205890.7813,80.4,1
35919.8793,205898.4406,84.7,1
35901.44922,205888.5406,88.3,1
35889.06914,205908.8313,91.3,1
35887.71914,205893.9906,93.5,1
35890.50938,205888.161,94.8,1
35890.3293,205884.5813,95.6,1
35900.68945,205882.3406,95.9,1
35907.48945,205901.561,96.1,1
35914.81953,205873.861,96.1,1
35922.61953,205882.7219,95.9,1
35922.47969,205878.3625,95.5,1
35931.05,205888.3828,95.1,1
35934.35,205902.2125,94.4,1
35951.29023,205876.9922,93.6,1
35969.01016,205889.3219,92.5,1
35988.84023,205882.7906,91,1
36014.85039,205893.6813,89.3,1
36035.21055,205900.4906,87.4,1
36072.10039,205892.261,85.2,1
36099.87031,205906.8703,82.7,1
36137.56016,205901.85,80.1,1
36166.68008,205924.4,77.4,1
36183.25,205901.1297,75.2,1
36185.28008,205904.7,73.3,1
36161.64023,205914.8703,72.6,1
36129.32031,205908.0016,73,1
36077.65,205935.561,74.7,1
36019.76992,205913.5406,77.3,1
35956.76992,205920.7906,80.9,1
35881.34023,205911.55,85.3,1
35811.63008,205918.45,90.4,1
35737.81016,205928.25,96.1,1
35684.71016,205911.7406,101.4,1
35645.06016,205918.6406,106.5,1
35619.56992,205910.7,110.7,1
35615.73984,205924.4391,114,1
35609.1,205923.6297,116.3,1
35622.06016,205899.5,117.9,1
35626.64023,205903.7391,118.9,1
35639.75,205894.9203,119.4,1
35650.44023,205914.7406,119.4,1
35656.29023,205901.5703,119,1
35664.04023,205903.9,118.5,1
35664.23008,205912.45,117.7,1
35675.79023,205897.3297,116.6,1
35683.33008,205916.8094,115.5,1
35696.16992,205892.2891,113.7,1
35716.50977,205897.4094,111.4,1
35732.52969,205895.4797,108.8,1
35759.63984,205908.0485,105.8,1
35782.73984,205914.3281,102.4,1
35816.56953,205897.3578,98.6,1
35851.24961,205902.8281,94.5,1
35881.63945,205888.8281,90.3,1
35922.58945,205906.1485,86.1,1
35946.00938,205910.2485,81.5,1
35985.79961,205892.7375,77.1,1
36003.09961,205911.5172,73.1,1
36003.91992,205901.0875,70,1
35979.4,205915.6188,68.2,1
35924.66992,205911.6297,68,1
35853.56992,205896.85,69.6,1
35773.93984,205901.9297,72.88757507,1
35699.38984,205897.4891,77.58841665,1
35608.84961,205920.4094,83.54150196,1
35529.89961,205900.1,90.699094,1
35441.80938,205916.2906,98.82674161,1
35360.54922,205913.3906,107.4032794,1
35301.52891,205930.9906,115.7208277,1
35259.7086,205919.4,123.4847928,1
35246.89844,205901.6594,130.3138665,1
35246.89844,205919.0797,135.9400269,1
35246.89844,205919.0797,140.4209622,1
35246.89844,205931.5109,143.8895304,1
35246.89844,205940.9109,146.4785896,1
35213.03867,205924.6906,148.3209975,1
35179.27891,205922.15,149.5933499,1
35142.52891,205909.0297,150.5168122,1
35111.70899,205920.05,150.8992638,1
35078.1793,205935.6203,150.7352988,1
35056.71953,205924.5,150.206225,1
35035.77969,205927.2094,149.1800647,1
35018.33984,205914.6188,147.7115543,1
35008.56992,205939.7078,145.8421444,1
34995.56016,205913.3078,143.7,1
35029.66016,205915.1985,141.2,1
35063.46016,205920.7485,138.2,1
35105.88047,205928.2781,134.7,1
35144.50039,205945.6172,131,1
35188.46016,205923.9766,126.9,1
35230.41016,205935.3266,122.5,1
35261.76016,205930.5672,118.3,1
35289.42031,205943.1875,114.3,1
35279.88047,205949.6172,111,1
35262.12031,205937.5875,108.7,1
35214.71016,205954.6266,107.9,1
35150.84023,205944.3266,108.9,1
35074.46016,205959.6079,111.3,1
34988.47031,205951.0579,114.8,1
34905.56055,205947.5079,119.6,1
34809.14062,205949.0875,125.5,1
